track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,release_date,song_age,stream_group,bpm_group,energy_group,dance_group,song_type,platform_score,hit_score,cross_platform_success,streams_log
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056.0,11,101,0,0,48.0,94,A,Major,59,44,56,80,0,6,3,2022-11-05,1,low,medium,mid_energy,mid_dance,other,246.0,111868853.4,97,18.755981272963673
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294.0,32,3,9,0,0.0,94,G#,Major,73,65,79,5,2,11,6,2022-10-31,1,mid,medium,high_energy,high_dance,party_song,687.0,242573099.50000003,670,19.52995695369206
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663.0,30,15,34,2,47.0,113,G,Minor,79,66,74,8,0,11,5,2022-12-15,1,mid,medium,high_energy,high_dance,party_song,1844.0,177127902.0,1765,19.21552522678936
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931.0,14,35,1,0,0.0,148,E,Major,50,49,76,12,0,12,3,2023-03-03,0,low,fast,high_energy,mid_dance,other,379.0,47112777.7,344,17.89119768091201
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389.0,45,11,20,0,21.0,98,C#,Major,70,29,73,12,0,11,26,2023-03-03,0,low,medium,high_energy,mid_dance,party_song,1265.0,65135628.0,1233,18.215124008994337
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415.0,1,10,1,0,1.0,140,B,Major,58,26,38,91,0,10,4,2022-05-31,1,low,fast,low_energy,mid_dance,chill_song,181.0,125421948.8,164,18.870337624894933
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316.0,59,100,58,13,2.0,100,G,Major,36,28,28,81,0,18,3,2022-12-09,1,mid,medium,low_energy,low_dance,chill_song,2774.0,227926907.0,2653,19.46767799174123
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910.0,11,15,14,3,1.0,140,F#,Major,86,68,79,39,0,11,29,2023-02-23,0,low,fast,high_energy,high_dance,party_song,442.0,74751167.8,412,18.352818422438606
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647.0,20,119,12,2,7.0,100,E,Minor,59,78,94,27,0,29,23,2022-08-01,1,mid,medium,high_energy,mid_dance,other,1069.0,290778208.5,924,19.711214605889378
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382.0,66,26,277,3,734.0,100,A,Minor,59,49,65,2,0,13,3,2011-01-01,12,mid,medium,mid_energy,mid_dance,other,5015.0,297981496.5,4252,19.735684192431656
Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517.0,118,34,150,4,19.0,132,Unknown,Minor,87,82,70,42,0,21,5,2022-10-19,1,mid,fast,mid_energy,high_dance,party_song,3985.0,304581579.6,3913,19.7575918748239
ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272.0,6,15,0,0,0.0,142,D,Major,49,48,67,10,0,26,3,2023-03-03,0,low,fast,mid_energy,mid_dance,other,303.0,45226645.800000004,288,17.850339925436415
WANDA,Quevedo,1,2023,1,20,888,22,175399345.0,11,24,7,1,7.0,176,E,Minor,72,96,63,25,0,21,7,2023-01-20,0,low,fast,mid_energy,high_dance,other,960.0,140319567.0,906,18.98257590927511
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61.0,140,F#,Major,53,51,70,49,0,14,3,2022-05-06,1,mid,fast,mid_energy,mid_dance,other,1103.0,162577271.60000002,985,19.129806922615114
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576.0,63,0,6808,2,0.0,105,D#,Minor,55,40,90,1,0,32,6,2000-10-24,23,high,medium,high_energy,mid_dance,other,31944.0,1299334967.9,31936,21.208260029769498
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498.0,20,1,71,2,0.0,135,F,Major,81,97,77,75,0,35,3,2022-12-08,1,low,fast,high_energy,high_dance,party_song,629.0,107435651.9,622,18.715545700118447
Lovezinho,Treyce,1,2022,7,28,242,0,70069745.0,12,2,13,0,4.0,128,E,Minor,82,61,59,30,0,12,4,2022-07-28,1,low,fast,mid_energy,high_dance,other,273.0,56055820.2,267,18.065001675393663
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408.0,94,21,80,15,38.0,101,F,Major,74,43,69,12,0,12,7,2022-06-03,1,high,medium,mid_energy,high_dance,other,5543.0,487435255.90000004,5455,20.22781049782885
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962.0,20,64,35,6,0.0,122,A#,Major,88,43,50,7,0,14,5,2022-05-06,1,high,fast,mid_energy,high_dance,other,2745.0,537093031.6,2645,20.324824945663632
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576.0,16,19,21,3,4.0,105,Unknown,Minor,76,49,56,80,12,10,13,2022-09-08,1,mid,medium,mid_energy,high_dance,other,1866.0,289889441.09999996,1806,19.708153102781502
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665.0,6,1,21,0,1.0,83,C#,Major,53,40,36,73,0,11,33,2022-12-23,1,low,slow,low_energy,mid_dance,chill_song,487.0,74870177.80000001,481,18.354409159260655
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149.0,122,88,580,21,10.0,77,B,Minor,72,59,76,24,0,42,28,2021-09-03,2,high,slow,high_energy,high_dance,party_song,7008.0,978785537.9000001,6882,20.924966034107968
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230.0,7,0,203,0,2.0,140,B,Minor,75,18,25,78,0,11,26,2017-08-25,6,high,fast,low_energy,high_dance,chill_song,3823.0,817806945.1,3810,20.745279969023027
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310.0,26,69,73,2,6.0,158,C#,Major,65,72,95,31,0,92,5,2022-11-03,1,mid,fast,high_energy,mid_dance,other,1436.0,210762774.0,1353,19.38938672239028
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549.0,177,109,305,3,5.0,176,G,Major,75,43,65,15,0,11,32,2019-06-28,4,high,fast,mid_energy,high_dance,other,7028.0,1148102682.1,6880,21.084519567225378
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112.0,19,59,18,5,52.0,98,B,Major,73,88,57,56,0,5,2,2022-10-20,1,mid,medium,mid_energy,high_dance,other,828.0,189485757.10000002,697,19.282967618548703
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971.0,57,4,48,0,0.0,107,B,Minor,66,47,40,72,0,11,3,2023-01-27,0,low,medium,low_energy,mid_dance,chill_song,1392.0,118031305.10000001,1388,18.80960291579415
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140.0,45,115,218,1,221.0,109,F,Minor,66,16,57,10,1,12,3,2020-02-19,3,high,medium,mid_energy,mid_dance,sad_song,8690.0,558469721.0,8347,20.3638530642869
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0.0,109,A#,Minor,84,72,74,10,0,34,7,2022-07-15,1,high,medium,high_energy,high_dance,party_song,2359.0,579115811.8000001,2357,20.400156185583178
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974.0,5,9,0,0,0.0,148,Unknown,Major,53,61,81,5,0,36,4,2023-03-03,0,low,fast,high_energy,mid_dance,other,217.0,27560799.500000004,208,17.355047856910243
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450.0,24,94,9,0,23.0,158,F#,Minor,60,52,76,17,0,19,5,2020-05-20,3,mid,fast,high_energy,mid_dance,other,849.0,322478029.9,718,19.81468890457447
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971.0,53,7,56,3,1.0,94,F,Minor,74,64,73,6,0,10,6,2022-09-29,1,mid,medium,high_energy,high_dance,party_song,2593.0,247587424.10000002,2569,19.550416861995117
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,11,80,1,0,8.0,96,F#,Minor,70,40,51,35,0,10,4,2022-10-12,1,mid,medium,mid_energy,mid_dance,other,394.0,255653522.20000002,300,19.5824770962695
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2.0,100,F,Minor,80,29,67,29,0,12,3,2022-05-06,1,high,medium,mid_energy,high_dance,sad_song,4888.0,727202057.3000001,4731,20.627857849059033
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512.0,0,0,0,0,0.0,105,A,Major,58,42,68,1,0,14,4,2021-09-24,2,high,medium,mid_energy,mid_dance,other,6140.0,849573823.6,6127,20.783388227253948
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,2023,3,3,166,0,32526947.0,2,10,0,0,0.0,125,Unknown,Major,53,32,66,38,0,9,3,2023-03-03,0,low,fast,mid_energy,mid_dance,other,178.0,26021574.200000003,168,17.297579472959836
LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687.0,105,41,114,1,59.0,170,F#,Minor,56,56,63,13,0,19,27,2023-01-27,0,low,fast,mid_energy,mid_dance,other,2158.0,99991133.4,2057,18.643733795171567
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664.0,86,1,49,0,9.0,115,Unknown,Major,70,84,90,17,0,41,6,2023-01-27,0,low,medium,high_energy,mid_dance,party_song,2035.0,83030320.2,2025,18.457857687337984
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790.0,88,24,101,7,451.0,122,G#,Major,64,25,89,0,0,15,9,2023-01-27,0,low,fast,high_energy,mid_dance,sad_song,2785.0,107404843.39999999,2287,18.71525742636333
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721.0,23,95,11,0,3.0,105,A#,Minor,88,82,80,8,0,11,8,2022-10-17,1,mid,medium,high_energy,high_dance,party_song,905.0,240841454.1,795,19.522792641838443
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624.0,27,0,28,13,0.0,133,F,Major,66,74,84,25,0,21,4,2022-11-30,1,low,fast,high_energy,mid_dance,other,1293.0,125071021.7,1280,18.867534885783666
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295.0,15,40,21,1,15.0,100,Unknown,Major,79,60,68,7,0,26,4,2023-01-13,0,low,medium,mid_energy,high_dance,other,509.0,122280277.7,451,18.84496954283833
Shirt,SZA,1,2022,10,28,3469,0,309653982.0,71,95,31,0,2.0,120,D#,Minor,82,55,45,15,3,9,10,2022-10-28,1,mid,medium,mid_energy,high_dance,other,3668.0,247723532.50000003,3571,19.550966048175354
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960.0,129,31,212,1,41.0,177,A,Major,25,17,30,90,0,13,3,2022-10-28,1,mid,fast,low_energy,low_dance,chill_song,3725.0,237863499.1,3652,19.5103496966111
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354.0,113,17,208,0,192.0,142,D,Minor,64,31,72,15,0,9,5,2022-09-22,1,mid,fast,high_energy,mid_dance,other,3146.0,266005344.8,2937,19.62216953065949
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035.0,47,60,87,12,124.0,144,E,Minor,57,47,84,1,1,52,4,2016-11-04,7,high,fast,high_energy,mid_dance,other,3352.0,384405930.20000005,3140,19.99035242934754
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332.0,113,92,259,0,1.0,120,B,Minor,65,80,86,9,0,19,10,2019-04-12,4,high,medium,high_energy,mid_dance,other,4725.0,852464691.6,4632,20.78678540131131
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672.0,9,1,12,4,3.0,135,D,Major,92,73,51,55,0,15,6,2016-09-27,7,low,fast,mid_energy,high_dance,other,511.0,98210985.80000001,503,18.625771707437647
Calm Down,Rï¿½ï,1,2022,2,9,4013,10,445763624.0,107,44,750,22,0.0,107,B,Major,81,82,78,38,0,12,4,2022-02-09,1,mid,medium,high_energy,high_dance,party_song,4946.0,356611301.50000006,4870,19.9152993807014
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184.0,13,78,2,0,0.0,105,G,Major,82,62,74,10,0,33,7,2022-12-22,1,low,medium,high_energy,high_dance,party_song,235.0,1092161.4,153,14.126800508553213
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753.0,12,1,11,0,8.0,108,F#,Minor,44,38,77,9,0,9,20,2022-11-25,1,mid,medium,high_energy,mid_dance,other,1400.0,147447139.20000002,1391,19.032122920155544
Space Song,Beach House,1,2015,1,1,17852,4,789753877.0,69,76,335,0,0.0,147,Unknown,Minor,51,62,79,22,13,14,3,2015-01-01,8,high,fast,high_energy,mid_dance,other,18336.0,631804887.2,18256,20.4872319080491
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833.0,11,78,35,0,21.0,115,Unknown,Major,71,34,88,16,0,44,4,2022-11-20,1,mid,medium,high_energy,high_dance,party_song,1054.0,258687157.3,935,19.59427320572491
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689.0,124,66,212,13,1.0,174,F,Major,70,57,64,23,0,8,32,2022-04-21,1,high,fast,mid_energy,mid_dance,other,5221.0,485089831.70000005,5132,20.22298721417537
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253.0,33,7,53,2,0.0,90,A#,Minor,68,83,71,3,0,31,8,2023-01-12,0,low,slow,high_energy,mid_dance,other,759.0,96777868.8,744,18.6110717714813
TV,Billie Eilish,1,2022,7,21,3009,2,338564981.0,68,89,65,0,25.0,141,E,Minor,41,9,25,84,1,14,4,2022-07-21,1,mid,fast,low_energy,mid_dance,chill_song,3258.0,270852285.9,3142,19.640226602350534
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,136,24,1959,0,30.0,82,F,Major,68,50,49,56,0,8,4,2014-01-01,9,high,slow,mid_energy,mid_dance,other,19644.0,1285591311.9,19587,21.1976268054361
Heather,Conan Gray,1,2020,3,20,6170,7,1301799902.0,82,1,231,0,2.0,92,F,Major,47,25,43,62,0,32,3,2020-03-20,3,high,medium,mid_energy,mid_dance,chill_song,6493.0,1041440539.3000001,6483,20.987013684590345
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018.0,21,79,2,0,0.0,116,G#,Minor,77,65,80,6,0,15,4,2022-12-12,1,low,medium,high_energy,high_dance,party_song,236.0,112149627.80000001,153,18.758487939119778
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891.0,537,122,2726,6,0.0,124,A,Minor,79,59,86,4,0,8,11,2017-06-02,6,high,fast,high_energy,high_dance,party_song,31106.0,1518017084.3000002,30968,21.363812496438616
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809.0,12,56,13,0,13.0,125,A#,Minor,71,83,89,1,0,17,9,2023-01-27,0,low,fast,high_energy,high_dance,party_song,453.0,86114283.10000001,384,18.49432898901921
Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895.0,57,119,77,1,13.0,90,Unknown,Major,80,71,69,2,0,27,10,2022-08-19,1,high,slow,mid_energy,high_dance,other,2246.0,441044913.90000004,2097,20.12780037822429
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270.0,128,84,75,0,35.0,83,C#,Major,46,34,64,31,0,7,34,2022-04-27,1,high,slow,mid_energy,mid_dance,other,5827.0,445268766.5,5694,20.137330944255336
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973.0,532,77,1535,3,8.0,124,B,Minor,79,68,79,1,0,10,8,2019-10-31,4,high,fast,high_energy,high_dance,party_song,29274.0,1842429890.3000002,29186,21.557493209738677
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885.0,1,9,3,0,0.0,140,G#,Major,58,4,60,7,41,8,3,2014-08-08,9,high,fast,mid_energy,mid_dance,sad_song,1803.0,517509687.0,1780,20.287682008741953
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678.0,27,64,66,1,4.0,154,Unknown,Major,64,61,91,15,0,72,4,2022-09-16,1,mid,fast,high_energy,mid_dance,other,1639.0,178090290.10000002,1566,19.220943953853897
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763.0,300,47,690,0,0.0,150,D#,Minor,74,89,70,2,0,5,6,2021-07-23,2,high,fast,mid_energy,high_dance,party_song,14352.0,1451481141.9,14305,21.318992983724634
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015.0,78,21,240,1,52.0,186,E,Minor,41,9,61,2,0,12,5,2020-01-10,3,high,fast,mid_energy,mid_dance,sad_song,4457.0,697710018.5,4375,20.58645709797024
Atlantis,Seafret,1,2015,4,22,3045,6,571386359.0,43,53,134,1,32.0,166,G#,Minor,40,23,48,5,0,12,3,2015-04-22,8,high,fast,mid_energy,low_dance,sad_song,3314.0,457109392.3000001,3222,20.163576176282465
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786.0,54,32,66,2,0.0,107,Unknown,Major,87,20,83,0,4,31,9,2022-09-22,1,mid,medium,high_energy,high_dance,party_song,3172.0,243264130.6,3126,19.532800682171462
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928.0,14,1,50,0,0.0,87,G,Major,87,52,52,31,0,28,24,2022-09-09,1,low,slow,mid_energy,high_dance,other,917.0,139205627.6,916,18.974605678225014
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823.0,72,97,58,0,154.0,82,G#,Major,40,39,64,21,0,7,7,2022-08-05,1,mid,slow,mid_energy,low_dance,other,2559.0,227828876.20000002,2293,19.467247960982366
Blind,SZA,1,2022,12,9,1484,0,163284000.0,22,51,12,0,0.0,114,A,Minor,46,60,28,91,0,21,4,2022-12-09,1,low,medium,low_energy,mid_dance,chill_song,1569.0,130627348.4,1518,18.911001580085294
Die For You,Joji,1,2022,11,4,1703,0,246390068.0,38,45,36,16,0.0,148,G#,Major,47,15,52,38,13,29,5,2022-11-04,1,mid,fast,mid_energy,mid_dance,sad_song,1838.0,197112224.70000002,1777,19.322426484428277
Doja,Central Cee,1,2022,7,20,4169,44,482257456.0,57,44,183,1,11.0,140,F#,Major,91,97,57,38,0,40,29,2022-07-20,1,high,fast,mid_energy,high_dance,other,4509.0,385806386.09999996,4409,19.993988672564726
Gatita,Bellakath,1,2022,10,3,1054,0,168684524.0,9,0,15,0,1.0,101,G,Major,90,76,81,15,24,33,6,2022-10-03,1,low,medium,high_energy,high_dance,party_song,1079.0,134947724.60000002,1078,18.943540812425436
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819.0,39,45,27,0,1.0,140,C#,Minor,81,6,84,5,23,6,6,2022-01-17,1,low,fast,high_energy,high_dance,party_song,2961.0,62792140.1,2915,18.1784794928146
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622.0,12,22,12,0,2.0,88,G,Minor,49,24,66,19,0,18,29,2022-12-02,1,mid,slow,mid_energy,mid_dance,sad_song,1650.0,156413457.79999998,1626,19.091155961908
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497.0,120,86,164,4,0.0,180,C#,Major,64,44,65,28,0,14,12,2021-06-04,2,high,fast,mid_energy,mid_dance,other,10046.0,1008476564.8,9928,20.954849270445468
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2.0,133,D,Major,95,91,89,6,0,31,24,2022-08-12,1,mid,fast,high_energy,high_dance,party_song,5035.0,342949026.7,5007,19.876234530030676
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327.0,117,1,676,3,0.0,108,A#,Minor,63,20,55,72,0,6,6,1985-09-16,38,high,medium,mid_energy,mid_dance,sad_song,22608.0,819888842.7,22604,20.747820223398623
Dream On,Aerosmith,1,1973,1,5,168,0,838586769.0,0,0,5,0,0.0,80,F,Minor,39,24,43,39,0,23,3,1973-01-05,50,high,slow,mid_energy,low_dance,sad_song,173.0,670869432.0,173,20.547228616282666
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237.0,14,1,17,0,2.0,75,B,Minor,80,46,62,3,6,11,46,2022-08-11,1,mid,slow,mid_energy,high_dance,other,722.0,159509058.4,719,19.110754396059072
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632.0,238,122,557,17,58.0,121,F#,Minor,67,26,64,52,0,17,10,2021-07-30,2,high,fast,mid_energy,mid_dance,sad_song,11601.0,778008766.5,11360,20.695390538806276
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580.0,34,54,34,0,2.0,140,D,Minor,58,17,62,18,0,20,8,2022-09-28,1,mid,fast,mid_energy,mid_dance,sad_song,1736.0,170751025.2,1680,19.178859672431052
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,0.0,126,B,Minor,81,59,90,5,0,36,3,2020-09-03,3,high,fast,high_energy,high_dance,party_song,14164.0,1244410160.3,14044,21.1650700141029
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833.0,38,101,26,0,0.0,102,C#,Major,58,29,94,0,0,9,11,2022-10-12,1,mid,medium,high_energy,mid_dance,sad_song,743.0,168031124.20000002,638,19.162802995394966
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678.0,70,0,49,0,0.0,82,A,Major,70,31,34,60,1,11,4,2022-04-08,1,mid,slow,low_energy,mid_dance,chill_song,2618.0,182335192.3,2618,19.244499452243836
Good Days,SZA,1,2020,12,24,10426,2,826623384.0,133,109,182,1,10.0,121,C#,Minor,46,53,78,23,0,72,6,2020-12-24,3,high,fast,high_energy,mid_dance,other,10863.0,661299750.0000001,10741,20.532859750229687
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301.0,198,13,544,0,60.0,103,F#,Minor,70,92,83,1,0,7,6,2020-03-27,3,high,medium,high_energy,mid_dance,party_song,16717.0,1442013031.0000002,16636,21.31244836162727
Woman,Doja Cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,0.0,108,F,Minor,82,88,76,9,0,12,9,2021-06-25,2,high,medium,high_energy,high_dance,party_song,10143.0,1063273023.2,10089,21.007760411219145
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132.0,2,4,6,0,0.0,85,F,Minor,65,36,47,31,0,12,10,2022-09-14,1,low,slow,mid_energy,mid_dance,other,732.0,145464977.6,721,19.018588973671143
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599.0,173,79,175,0,168.0,125,C#,Minor,84,70,69,1,0,5,5,2022-03-14,1,mid,fast,mid_energy,high_dance,other,8381.0,370234057.8000001,8106,19.952787402730138
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203.0,8,18,20,0,1.0,120,D,Major,69,40,39,41,0,13,6,2022-10-21,1,mid,medium,low_energy,mid_dance,other,2586.0,278918016.3,2565,19.66957109209534
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607.0,26,98,4,0,0.0,94,Unknown,Major,58,44,57,57,0,10,3,2022-07-17,1,mid,medium,mid_energy,mid_dance,other,426.0,293279715.40000004,322,19.719780824083983
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517.0,4,0,14,0,0.0,130,F#,Minor,65,49,80,22,4,7,5,1930-01-01,93,low,fast,high_energy,mid_dance,other,341.0,72478845.9,341,18.321948413263527
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469.0,56,38,1891,1,0.0,110,E,Major,74,51,74,2,0,29,4,2012-01-01,11,high,medium,high_energy,high_dance,party_song,16133.0,1183412989.9,16090,21.114810821457347
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435.0,387,132,2094,0,0.0,150,G,Major,34,33,63,16,0,7,4,1994-10-28,29,high,fast,mid_energy,low_dance,other,28266.0,1159826113.3,28134,21.094677268705073
Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109.0,274,111,1302,0,0.0,107,B,Minor,74,88,65,28,0,46,3,1984-01-01,39,high,medium,mid_energy,high_dance,other,23840.0,927343102.5,23729,20.87097533971766
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520.0,191,168,206,0,0.0,140,G#,Major,70,85,41,71,0,45,5,1958-01-01,65,high,fast,mid_energy,mid_dance,chill_song,15559.0,615372315.4,15391,20.46087914952753
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563.0,165,99,104,0,0.0,119,D,Major,74,78,37,84,0,6,3,1957-01-01,66,high,medium,low_energy,high_dance,chill_song,10694.0,593042283.0,10595,20.423918069431817
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,12353,0,807561936.0,35,0,549,0,0.0,93,E,Major,35,38,23,91,0,29,3,2011-10-14,12,high,medium,low_energy,low_dance,chill_song,12937.0,646050784.1,12937,20.509530312286806
Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063.0,231,106,439,0,0.0,133,G,Major,46,53,63,5,0,30,18,2013-12-13,10,high,fast,mid_energy,mid_dance,other,10184.0,667304191.2,10078,20.541898701347613
